rank,read_tier,title,year,authors,venue,doi,url,cited_by_count,source_query,concepts,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,relevance_score,hostile_reason,abstract
1019,landscape_sweep,Interpretable State-Space Model of Urban Dynamics for Human-Machine Collaborative Transport Planning,2024,Jiangbo (Gabe) Yu; Michael Hyland,,10.2139/ssrn.4772858,https://doi.org/10.2139/ssrn.4772858,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1020,landscape_sweep,"Review for ""Path Planning Approaches in Multi‐robot System: A Review""",2024,,,10.1002/eng2.13035/v2/review1,https://doi.org/10.1002/eng2.13035/v2/review1,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1021,landscape_sweep,Large Language Model-Enhanced Sequential Recommendation for Human-Robot Collaborative Power Battery Disassembly Sequencing Planning,2025,Zhiwen Zhang; Guoxian Wang; Wu Ouyang; Jinhua Xiao,2025 8th World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM),10.1109/wcmeim67790.2025.11466695,https://doi.org/10.1109/wcmeim67790.2025.11466695,0,robot planning control manipulation world model,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1022,landscape_sweep,Reinforcement Learning-Based Trust Dynamics Prediction Model for Teleoperated Human-Robot Interaction,2025,Juan Jose Garcia Cardenas; Adriana Tapus,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man63969.2025.11217787,https://doi.org/10.1109/ro-man63969.2025.11217787,0,robot learned dynamics model planning,Crossref,Predict action-conditioned physical outcomes for embodied decision making.,action-conditioned predictive world modeling,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1023,landscape_sweep,Multi-Robot Path Planning: Challenges and Opportunities,2025,Xingye Shen,Proceedings of the 3rd International Conference on Computer Science and Mechatronics,10.5220/0014145800004918,https://doi.org/10.5220/0014145800004918,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1024,landscape_sweep,Research on Path Planning Technology of Industrial Robot,2025,Xinning Zuo,Proceedings of the 3rd International Conference on Computer Science and Mechatronics,10.5220/0014371800004918,https://doi.org/10.5220/0014371800004918,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1025,landscape_sweep,A Gru-Based Soft Actor-Critic Approach with Social Force Model Crowd Simulation for Improved Mobile Robot Path Planning,2025,Dezhen Zhang; Guoxu Wang; Gerald Schaefer; Hui Fang; Junming Su,,10.2139/ssrn.5364862,https://doi.org/10.2139/ssrn.5364862,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1026,landscape_sweep,Robot Path Planning Model Based on Improved A* Algorithm,2025,Jing Xie; Chunyuan Xu; Qianxi Yang,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2025.0160523,https://doi.org/10.14569/ijacsa.2025.0160523,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1027,landscape_sweep,"Advances in Robot Path Planning, Volume II",2025,,,10.3390/books978-3-7258-3758-8,https://doi.org/10.3390/books978-3-7258-3758-8,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1028,landscape_sweep,A Semantic Meta-model and LLM-based Hierarchical Task Network Framework for Human-Robot Collaborative Task Planning,2026,Xiaolang Yang; Dario Antonelli; Yunhan Zhang; khurshid Aliev; Xuemei Liu,,10.2139/ssrn.6304516,https://doi.org/10.2139/ssrn.6304516,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,training variation covers deployment mismatch,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,"<jats:p>Industry 5.0 emphasizes a Human-centric Smart Manufacturing (HSM) paradigm, which is accelerating the deep integration of Human-Robot Collaboration (HRC) with artificial intelligence technologies. This integration aims to enhance the autonomy of HRC systems, thereby contributing to the realization of the HSM vision. Traditionally, the deliberative task planning in HRC manifests as a rigid, tedious, and highly experience-dependent decision-making challenge. In contrast, the Large Language Model (LLM), leveraging robust capabilities in semantic parsing and reasoning, few-shot generalization, and the absence of requirements for complex model programming and training, is providing a novel means for autonomous task analysis and planning in HRC. Accordingly, the paper proposes a Hierarchical Task Network (HTN) planning approach based on the LLM for the systematic analysis, generation, and execution of HRC assembly tasks. Firstly, a five-layer functional framework adhering to the definition of problem, domain, and execution in HTN is presented. This framework systematically integrates the requirement analysis, hierarchical decomposition, multi-criteria classification, multi-resource assignment, and deployment execution of assembly tasks into a coherent workflow. Then, a meta-model for hierarchical task description in HRC is introduced to support task decomposition and ensure semantic consistency across tasks. Subsequently, the complete task planning process from integrating diverse assembly information and requirements to generating executable task lists by engaging the LLM is described in detail. Finally, the feasibility of the proposed approach is demonstrated through a case study of human and mobile manipulator collaboration assembly.</jats:p>"
1029,landscape_sweep,A comprehensive dynamic model for a flying hose-type robot with water jets,2026,Vahid K. Marefat; Fariborz Saghafi,Multibody System Dynamics,10.1007/s11044-026-10167-4,https://doi.org/10.1007/s11044-026-10167-4,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: A comprehensive dynamic model for a flying hose-type robot with water jets.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,
1030,landscape_sweep,Research on multi-robot task allocation and path planning methods,2026,Haicheng Shen,,10.2139/ssrn.6799738,https://doi.org/10.2139/ssrn.6799738,0,task and motion planning robot,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,training variation covers deployment mismatch,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,2,,"<jats:p>Multi-robot systems are increasingly applied in various domains, with efficient task allocation and path planning being crucial for successful collaboration. This paper presents a method combining the ant colony algorithm for task allocation and the A* algorithm for path planning. By leveraging the global search capability of the ant colony algorithm and the heuristic advantages of A*, efficient collaboration can be achieved. Key improvements are made to the A* algorithm, including the use of Manhattan distance as the heuristic function, which better reflects the real distance in grid environments. A 3×3 neighborhood search strategy reduces the average search nodes, enhances local optimal path identification, and increases efficiency. Additionally, theta* line of sight optimization eliminates redundant turning points, generating smoother, shorter paths. Simulation results show the improved algorithm produces a 6% shorter path with smoother transitions compared to the original, demonstrating its effectiveness in task allocation and obstacle avoidance for multi-robot systems.</jats:p>"
1031,landscape_sweep,Learned mixture model for planning in stochastic environments,,Vijaya Teja Rayavarapu,,10.17760/d20467252,https://doi.org/10.17760/d20467252,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1032,landscape_sweep,Integrating Learned Retraction and Model-Based Resection Planning for Automated Central Airway Obstruction Removal_supp1-3646758.pdf,,Tanner Watts,,10.1109/tmrb.2025.3646758/mm2,https://doi.org/10.1109/tmrb.2025.3646758/mm2,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1033,landscape_sweep,Integrating Learned Retraction and Model-Based Resection Planning for Automated Central Airway Obstruction Removal_supp2-3646758.mp4,,Tanner Watts,,10.1109/tmrb.2025.3646758/mm1,https://doi.org/10.1109/tmrb.2025.3646758/mm1,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1034,landscape_sweep,SoRTS: Learned Tree Search for Long Horizon Social Robot Navigation_supp1-3370051.mp4,,Ingrid Navarro,,10.1109/lra.2024.3370051/mm1,https://doi.org/10.1109/lra.2024.3370051/mm1,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: SoRTS: Learned Tree Search for Long Horizon Social Robot Navigation_supp1-3370051.mp4.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1035,landscape_sweep,Semi-Autonomous Laparoscopic Robot Docking With Learned Hand-Eye Information Fusion_supp1-3550974.pdf,,Huanyu Tian,,10.1109/tbme.2025.3550974/mm1,https://doi.org/10.1109/tbme.2025.3550974/mm1,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Semi-Autonomous Laparoscopic Robot Docking With Learned Hand-Eye Information Fusion_supp1-3550974.pdf.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1036,landscape_sweep,System Dynamics,,Αγγελική Λενακάκη,,10.12681/eadd/52700,https://doi.org/10.12681/eadd/52700,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: System Dynamics.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,"<jats:p>Οι ερευνητές σε όλο τον κόσμο δεν έχουν ακόμη καταλήξει όσον αφορά τον υποτιθέμενο θετικό αντίκτυπο των παραδοσιακών συστημάτων διαχείρισης απόδοσης στην υγειονομική περίθαλψη και ορισμένες έρευνες έχουν δείξει ότι, παραδόξως, οι πολιτικές διαχείρισης απόδοσης δεν οδηγούν πάντα σε βελτιωμένη απόδοση των νοσοκομείων. Παρά την εκτεταμένη έρευνα παγκοσμίως που εντοπίζει τις «παγίδες» των υγειονομικών μεταρρυθμίσεων σε όλη την Ευρώπη και τις ανεπιθύμητες συνέπειες για το νοσοκομειακό προσωπικό και τους ασθενείς, λίγα είναι γνωστά για τους μηχανισμούς που προκάλεσαν αυτές τις αρνητικές επιπτώσεις, γεγονός που ουσιαστικά δημιουργεί ένα ερευνητικό κενό που αξίζει να διερευνηθεί. Η παρούσα διδακτορική διατριβή προσπαθεί να αντιμετωπίσει αυτό το κενό και να εξηγήσει γιατί τα παραδοσιακά συστήματα διαχείρισης απόδοσης στην υγειονομική περίθαλψη δεν οδηγούν πάντα σε βελτιωμένες επιδόσεις, περιγράφοντας τις ακούσιες συνέπειες της ελληνικής υγειονομικής μεταρρύθμισης σε ένα δημόσιο νοσοκομείο. Διεξάγοντας εμπειρική έρευνα, χρησιμοποιώντας μια μελέτη περίπτωσης και υιοθετώντας μια συστημική ματιά, αυτή η έρευνα αντιμετωπίζει αυτό το κενό και ρίχνει φως στο πώς αντιλαμβάνονται οι ενδιαφερόμενοι φορείς ενός ελληνικού δημόσιου νοσοκομείου την απόδοση του νοσοκομείου και ποιοι μηχανισμοί καθορίζουν τη δυναμική της. Ακολουθώντας μια συστημική προσέγγιση, η επιλεγμένη μελέτη περίπτωσης - που είναι ένα πραγματικό νοσοκομείο στο ελληνικό σύστημα Υγείας - διερευνήθηκαν οι μηχανισμοί πρόκλησης των αρνητικών συνεπειών της ελληνικής υγειονομικής μεταρρύθμισης στην απόδοση του νοσοκομείου. Η ανάλυσή μας πλαισιώθηκε χρησιμοποιώντας τη μεθοδολογία Δυναμικής Διαχείρισης Απόδοσης.</jats:p>"
1037,landscape_sweep,Machine-Learned KohnSham Hamiltonian Mapping for Nonadiabatic Molecular Dynamics,,,,10.1021/acs.jctc.4c00008.s001,https://doi.org/10.1021/acs.jctc.4c00008.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Machine-Learned KohnSham Hamiltonian Mapping for Nonadiabatic Molecular Dynamics.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1038,landscape_sweep,Individuals planning to emigrate are more likely to have learned a foreign language,,,,10.1787/888933418320,https://doi.org/10.1787/888933418320,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1039,landscape_sweep,REALM: Real-Time Estimates of Assistance for Learned Models in Human-Robot Interaction_supp1-3560862.mp4,,Michael Hagenow,,10.1109/lra.2025.3560862/mm1,https://doi.org/10.1109/lra.2025.3560862/mm1,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: REALM: Real-Time Estimates of Assistance for Learned Models in Human-Robot Interaction_supp1-3560862.mp4.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1040,landscape_sweep,Toward a Model of Organizational Prerequisites for ERP,,David Sammon; Frédéric Adam,The Enterprise Resource Planning Decade,10.4018/978-1-59140-188-9.ch010,https://doi.org/10.4018/978-1-59140-188-9.ch010,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,"<jats:p>Data Warehousing was the ‘hot topic’ of the early-to-mid 1990’s but it became unfashionable through the mid-to-late 1990s with the widespread implementation of ERP systems. However, in recent times, the re-emergence of Data Warehousing, to address the limitations of ERP systems, provides researchers with a new challenge and the ability to test the validity of old notions in solving new problems. This chapter lays the foundation for a model of organizational prerequisites for ERP project implementation. The model is aimed at the ‘Intelligence’ phase of managerial decision making for ERP projects. It draws on the increasing volume of organizational ERP literature now being published and past research into Data Warehousing project implementations is introduced in an attempt to highlight the re-emerging need for the concept of organizational prerequisites. The chapter documents the early stages of a larger research study, which is currently in progress. The main objective of the chapter is to present a literature-based model, the need for which emerges from a number of ‘issues of concern’ around the implementation of ERP, which integrally covers the phases which organizations go through when purchasing ERP packages.</jats:p>"
1041,landscape_sweep,Nonadiabatic Dynamics in Two-Dimensional Perovskites Assisted by Machine Learned Force Fields,,,,10.1021/acs.jpcc.3c07216.s001,https://doi.org/10.1021/acs.jpcc.3c07216.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Nonadiabatic Dynamics in Two-Dimensional Perovskites Assisted by Machine Learned Force Fields.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1042,landscape_sweep,Centroid Molecular Dynamics Can Be Greatly Accelerated through Neural Network Learned Centroid Forces Derived from Path Integral Molecular Dynamics,,,,10.1021/acs.jctc.2c00706.s001,https://doi.org/10.1021/acs.jctc.2c00706.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Centroid Molecular Dynamics Can Be Greatly Accelerated through Neural Network Learned Centroid Forces Derived from Path .,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1043,landscape_sweep,A Standardized Benchmark for Machine-Learned Molecular Dynamics Using Weighted Ensemble Sampling,,,,10.1021/acs.jpcb.5c05365.s001,https://doi.org/10.1021/acs.jpcb.5c05365.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: A Standardized Benchmark for Machine-Learned Molecular Dynamics Using Weighted Ensemble Sampling.,task-specific embodied learning mechanism,confidence is enough to expose deployment-critical errors,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1044,landscape_sweep,GoldThiolate Nanocluster Dynamics and Intercluster Reactions Enabled by a Machine Learned Interatomic Potential,,,,10.1021/acsnano.4c03094.s001,https://doi.org/10.1021/acsnano.4c03094.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: GoldThiolate Nanocluster Dynamics and Intercluster Reactions Enabled by a Machine Learned Interatomic Potential.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1045,landscape_sweep,Study of the Conformational Dynamics of Prolyl Oligopeptidase by Mass Spectrometry: Lessons Learned,,,,10.1021/acs.jmedchem.4c00866.s001,https://doi.org/10.1021/acs.jmedchem.4c00866.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Study of the Conformational Dynamics of Prolyl Oligopeptidase by Mass Spectrometry: Lessons Learned.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1046,landscape_sweep,Lessons Learned From A Mobile Robot Based Mechatronics Course,,Peter Wild; Kevin Firth; Brian Surgenor,2005 Annual Conference Proceedings,10.18260/1-2--14171,https://doi.org/10.18260/1-2--14171,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Lessons Learned From A Mobile Robot Based Mechatronics Course.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1047,landscape_sweep,Development of Remote Virtual Teach Pendant for Robot Programming: Lessons Learned,,Sheng-Jen Hsieh,2019 ASEE Annual Conference &amp; Exposition Proceedings,10.18260/1-2--32660,https://doi.org/10.18260/1-2--32660,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Development of Remote Virtual Teach Pendant for Robot Programming: Lessons Learned.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1048,landscape_sweep,Overcoming the Chemical Complexity Bottleneck in on-the-Fly Machine Learned Molecular Dynamics Simulations,,,,10.1021/acs.jctc.4c00474.s001,https://doi.org/10.1021/acs.jctc.4c00474.s001,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Overcoming the Chemical Complexity Bottleneck in on-the-Fly Machine Learned Molecular Dynamics Simulations.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1049,landscape_sweep,Urban Model Pilot-Model (1),1970,Hiroya Yoshikawa; Akira Murase; Takeyoshi Ishii; Noritsune Matsumoto,Journal of the City Planning Institute of Japan,10.11361/journalcpij.5.118,https://doi.org/10.11361/journalcpij.5.118,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1050,landscape_sweep,Product assurance program planning - Some lessons learned from Apollo,1972,G. SANDLER,Man's Role in Space Conference,10.2514/6.1972-247,https://doi.org/10.2514/6.1972-247,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1051,landscape_sweep,What have we learned about corporate planning?,1974,,Long Range Planning,10.1016/0024-6301(74)90233-7,https://doi.org/10.1016/0024-6301(74)90233-7,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1052,landscape_sweep,Are There Lessons to be Learned?,1982,Tomas Frejka; Henry P. David; Robert J. McIntyre,Family Planning Perspectives,10.2307/2134724,https://doi.org/10.2307/2134724,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1053,landscape_sweep,Implementing the vision: The lessons learned,1990,,Long Range Planning,10.1016/0024-6301(90)90345-5,https://doi.org/10.1016/0024-6301(90)90345-5,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1054,landscape_sweep,MODEL-BASED MULTISENSORY ROBOT VISION,1995,H. Bunke; X. Y. Jiang; A. Ueltschi; U. Meier; R. Robmann,Series in Machine Perception and Artificial Intelligence,10.1142/9789812797773_0018,https://doi.org/10.1142/9789812797773_0018,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: MODEL-BASED MULTISENSORY ROBOT VISION.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1055,landscape_sweep,Choosing the Channel: Lessons Learned,1999,,Communication Planning: An Integrated Approach,10.4135/9781452233352.n11,https://doi.org/10.4135/9781452233352.n11,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1056,landscape_sweep,Three decades of environmental planning: what have we really learned?,2002,,Planning Sustainability,10.4324/9780203058695-12,https://doi.org/10.4324/9780203058695-12,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1057,landscape_sweep,Planning for sustainable development: what can be learned from the critics?,2002,,Planning Sustainability,10.4324/9780203058695-6,https://doi.org/10.4324/9780203058695-6,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1058,landscape_sweep,XML technology planning database: lessons learned,2005,R. Some; J. Neff,2005 IEEE Aerospace Conference,10.1109/aero.2005.1559367,https://doi.org/10.1109/aero.2005.1559367,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1059,landscape_sweep,"Lessons Learned in EA Planning, Design, and Development",2007,,Enterprise Architectures and Digital Administration,10.1142/9789812706829_0018,https://doi.org/10.1142/9789812706829_0018,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1060,landscape_sweep,Lessons Learned in Planning Evaluations for Diverse Health Communication Initiatives,2008,Elyse Levine,PsycEXTRA Dataset,10.1037/e521612014-076,https://doi.org/10.1037/e521612014-076,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
